,state,district,delta7.vaccinated1,delta7.vaccinated2,meta.population,total.vaccinated1,total.vaccinated2,delta.vaccinated2,delta.vaccinated1,delta21_14.confirmed,delta7.confirmed,delta7.recovered,total.confirmed,total.deceased,total.recovered,delta.confirmed,delta.recovered,meta.tested.date,total.tested
607,TN,Perambalur,4307.0,17440.0,564511.0,326872.0,136491.0,2161.0,383.0,24.0,26.0,27.0,12067.0,243.0,11790.0,2.0,5.0,2020-07-23,7981.0
608,TN,Pudukkottai,10691.0,34202.0,1918725.0,827320.0,314780.0,2862.0,554.0,95.0,75.0,68.0,30183.0,416.0,29627.0,12.0,8.0,2020-07-23,20835.0
609,TN,Railway Quarantine,,,,,,,,,,,428.0,,428.0,,,,
610,TN,Ramanathapuram,9961.0,32447.0,1337560.0,660673.0,280037.0,2329.0,852.0,59.0,25.0,55.0,20564.0,357.0,20158.0,3.0,6.0,2020-07-23,23389.0
611,TN,Ranipet,10793.0,13744.0,1210277.0,557267.0,174051.0,485.0,506.0,85.0,69.0,73.0,43436.0,775.0,42557.0,14.0,14.0,2020-07-23,20118.0
612,TN,Salem,25814.0,66134.0,3480008.0,1925084.0,791376.0,2125.0,396.0,395.0,427.0,442.0,99893.0,1685.0,97619.0,62.0,67.0,2020-07-23,79660.0
613,TN,Sivaganga,10170.0,31816.0,1341250.0,726010.0,287468.0,564.0,195.0,75.0,82.0,78.0,20195.0,206.0,19854.0,13.0,9.0,2020-07-23,25824.0
614,TN,Tenkasi,16935.0,21454.0,1407627.0,736882.0,233177.0,446.0,291.0,13.0,25.0,14.0,27357.0,484.0,26834.0,4.0,4.0,2020-07-23,26338.0
615,TN,Thanjavur,49025.0,31228.0,2402781.0,1224986.0,486660.0,2378.0,12155.0,426.0,310.0,428.0,75352.0,972.0,73874.0,37.0,59.0,2020-07-23,67445.0
616,TN,Theni,11199.0,33309.0,1243684.0,660187.0,304832.0,1536.0,379.0,30.0,15.0,23.0,43571.0,521.0,43018.0,1.0,5.0,2020-07-23,45839.0
617,TN,Thiruvallur,25332.0,47695.0,3725697.0,1425728.0,563426.0,4382.0,2328.0,421.0,252.0,396.0,119370.0,1842.0,117138.0,28.0,55.0,2020-07-23,67948.0
618,TN,Thiruvarur,13453.0,29614.0,1268094.0,630274.0,246969.0,624.0,291.0,242.0,170.0,253.0,41461.0,442.0,40760.0,23.0,22.0,2020-07-23,67445.0
619,TN,Thoothukkudi,46323.0,22453.0,1738376.0,984706.0,328797.0,1612.0,11497.0,105.0,85.0,90.0,56304.0,409.0,55757.0,11.0,9.0,2020-07-23,49288.0
620,TN,Tiruchirappalli,32150.0,48874.0,2713858.0,1468456.0,636356.0,892.0,2445.0,331.0,302.0,334.0,77534.0,1059.0,76038.0,37.0,49.0,2020-08-07,92586.0
621,TN,Tirunelveli,22582.0,19904.0,1665253.0,815687.0,275985.0,627.0,940.0,115.0,93.0,125.0,49374.0,432.0,48812.0,11.0,13.0,2020-07-23,54208.0
622,TN,Tirupathur,11111.0,24743.0,1111812.0,541496.0,205219.0,525.0,311.0,61.0,50.0,66.0,29301.0,625.0,28600.0,10.0,8.0,2020-07-23,23998.0
623,TN,Tiruppur,20414.0,50762.0,2471222.0,1671392.0,611015.0,443.0,133.0,556.0,504.0,537.0,95405.0,979.0,93683.0,69.0,53.0,2020-07-23,36301.0
624,TN,Tiruvannamalai,31415.0,73235.0,2468965.0,1270049.0,533376.0,10228.0,4455.0,142.0,120.0,158.0,54968.0,667.0,54122.0,18.0,28.0,2020-07-23,76170.0
625,TN,Vellore,18978.0,31716.0,1614242.0,763735.0,336366.0,1825.0,953.0,119.0,117.0,139.0,49864.0,1131.0,48564.0,12.0,15.0,2020-07-23,47936.0
626,TN,Viluppuram,53748.0,67153.0,2093003.0,1085842.0,444502.0,11812.0,12953.0,84.0,79.0,83.0,45857.0,356.0,45382.0,10.0,11.0,2020-07-23,52064.0
627,TN,Virudhunagar,16628.0,50467.0,1943309.0,1072788.0,505098.0,3437.0,1007.0,45.0,38.0,45.0,46294.0,548.0,45687.0,5.0,8.0,2020-07-23,28620.0
628,TR,Dhalai,264.0,11234.0,377988.0,258334.0,164654.0,531.0,5.0,,1.0,2.0,7037.0,35.0,7000.0,,,2021-02-02,61582.0
629,TR,Gomati,319.0,9611.0,436868.0,279099.0,161408.0,1.0,,3.0,8.0,3.0,8134.0,74.0,8043.0,,,2021-02-02,47437.0
630,TR,Khowai,373.0,5866.0,327391.0,202148.0,111955.0,,,1.0,3.0,,4559.0,54.0,4500.0,2.0,,2021-02-02,24046.0
631,TR,North Tripura,352.0,4099.0,415946.0,283802.0,190594.0,,,8.0,4.0,8.0,7250.0,34.0,7199.0,2.0,,2021-02-02,100931.0
632,TR,Sipahijala,451.0,10397.0,484233.0,330932.0,211903.0,9.0,,2.0,8.0,4.0,6360.0,75.0,6273.0,,,2021-02-02,53067.0
633,TR,South Tripura,267.0,5639.0,433737.0,303987.0,209259.0,1.0,,1.0,4.0,1.0,10168.0,53.0,10104.0,1.0,,2021-02-02,83030.0
634,TR,Unokoti,762.0,10307.0,277335.0,173390.0,101178.0,5.0,,1.0,4.0,3.0,8609.0,68.0,8530.0,1.0,,2021-02-02,34930.0
635,TR,West Tripura,1366.0,17141.0,917534.0,676784.0,470030.0,13.0,5.0,33.0,55.0,41.0,32351.0,420.0,31817.0,6.0,2.0,2021-02-02,202939.0
636,UP,Agra,23657.0,42953.0,4380793.0,2172907.0,746386.0,265.0,178.0,3.0,,2.0,25765.0,457.0,25308.0,,,2021-01-31,491361.0
637,UP,Aligarh,34650.0,57576.0,3673849.0,1589498.0,498586.0,25.0,9.0,2.0,,,21280.0,108.0,21172.0,,,2021-01-31,482825.0
638,UP,Ambedkar Nagar,21528.0,32042.0,2398709.0,1135268.0,349925.0,145.0,138.0,,1.0,,5040.0,152.0,4885.0,,,2021-01-31,123151.0
639,UP,Amethi,19777.0,37617.0,2549935.0,1015454.0,375261.0,11.0,165.0,7.0,,2.0,9972.0,143.0,9828.0,,,2021-01-31,267014.0
640,UP,Amroha,16080.0,23048.0,1838771.0,871164.0,265607.0,8.0,6.0,,,,16616.0,203.0,16412.0,,,2021-01-13,254038.0
641,UP,Auraiya,6878.0,16443.0,1372287.0,614711.0,180775.0,,,1.0,,,10090.0,203.0,9887.0,,,2021-01-10,107079.0
642,UP,Ayodhya,26036.0,37279.0,2468371.0,1270889.0,418182.0,452.0,217.0,,,1.0,16919.0,290.0,16629.0,,,2021-01-31,376735.0
643,UP,Azamgarh,41754.0,63205.0,4616509.0,2165409.0,643824.0,3111.0,1764.0,,2.0,,17906.0,228.0,17675.0,,,2020-12-27,12474.0
644,UP,Baghpat,7829.0,24151.0,1302156.0,692255.0,337171.0,52.0,10.0,,,,9132.0,141.0,8991.0,,,2021-01-31,327192.0
645,UP,Bahraich,54069.0,106010.0,2384239.0,1752196.0,642554.0,1565.0,648.0,,,,11549.0,178.0,11371.0,,,2021-01-31,308225.0
646,UP,Ballia,29248.0,48334.0,3223642.0,1433455.0,388341.0,170.0,86.0,,,,21610.0,234.0,21376.0,,,2021-01-31,267420.0
647,UP,Balrampur,21033.0,56322.0,2149066.0,995084.0,438892.0,630.0,747.0,1.0,2.0,,7494.0,138.0,7354.0,1.0,,2021-01-31,276237.0
648,UP,Banda,38560.0,36938.0,1799541.0,795903.0,236840.0,432.0,486.0,,1.0,,10992.0,158.0,10832.0,,,2021-01-10,303185.0
649,UP,Barabanki,51121.0,59870.0,3257983.0,1589704.0,448292.0,44.0,11.0,,1.0,,19850.0,225.0,19624.0,,,2021-01-30,147422.0
650,UP,Bareilly,68245.0,64148.0,4465344.0,2221830.0,749751.0,255.0,6458.0,5.0,1.0,1.0,44028.0,377.0,43650.0,,,2021-01-13,465209.0
651,UP,Basti,24797.0,39395.0,2461056.0,1189235.0,399451.0,4769.0,3555.0,,2.0,,11717.0,330.0,11385.0,1.0,,2021-01-31,296570.0
652,UP,Bhadohi,15479.0,20211.0,1554203.0,793094.0,244431.0,7.0,6.0,1.0,,1.0,7720.0,163.0,7557.0,,,2021-01-31,119023.0
653,UP,Bijnor,27491.0,53680.0,3683896.0,1756682.0,600482.0,1.0,-1.0,,,,14794.0,126.0,14668.0,,,2021-01-30,312985.0
654,UP,Budaun,53729.0,43678.0,3712738.0,1408673.0,364360.0,417.0,581.0,,,,14941.0,98.0,14843.0,,,2021-01-23,224207.0
655,UP,Bulandshahr,18195.0,42644.0,3498507.0,1647985.0,646236.0,46.0,2.0,,,,20215.0,243.0,19972.0,,,2020-12-07,269090.0
656,UP,Chandauli,19998.0,31247.0,1952713.0,939599.0,238646.0,395.0,192.0,,,1.0,16208.0,356.0,15852.0,,,2021-01-31,211249.0
657,UP,Chitrakoot,13007.0,16383.0,990626.0,447303.0,129157.0,536.0,329.0,,,,7110.0,79.0,7031.0,,,2021-01-10,234060.0
658,UP,Deoria,29495.0,67895.0,3098637.0,1597034.0,537293.0,167.0,81.0,,,,20223.0,220.0,20003.0,,,2021-01-31,304520.0
659,UP,Etah,16622.0,25756.0,1761152.0,788675.0,213371.0,170.0,475.0,,,,9968.0,99.0,9868.0,,,2021-01-31,263295.0
660,UP,Etawah,52312.0,35349.0,1579160.0,708258.0,253661.0,984.0,873.0,,,,13933.0,293.0,13640.0,,,2021-01-10,297761.0
661,UP,Farrukhabad,15703.0,28433.0,1887577.0,833824.0,229745.0,439.0,81.0,,1.0,,10348.0,194.0,10153.0,,,2021-01-10,231856.0
662,UP,Fatehpur,13675.0,42615.0,2632684.0,1246314.0,410120.0,168.0,53.0,,1.0,,6814.0,139.0,6674.0,,,2021-01-10,82928.0
663,UP,Firozabad,66838.0,47728.0,2496761.0,1005224.0,328351.0,3105.0,5881.0,,,,8720.0,135.0,8585.0,,,2021-01-31,322656.0
664,UP,Gautam Buddha Nagar,22023.0,43162.0,1674714.0,1799728.0,974353.0,816.0,100.0,11.0,6.0,13.0,63353.0,467.0,62876.0,1.0,2.0,2021-01-24,675396.0
665,UP,Ghaziabad,47837.0,71692.0,4661452.0,2247039.0,1071908.0,4330.0,3698.0,4.0,3.0,2.0,55673.0,461.0,55207.0,1.0,,2021-01-24,712611.0
666,UP,Ghazipur,22615.0,43797.0,3622727.0,1690195.0,509886.0,524.0,241.0,1.0,,2.0,21641.0,282.0,21359.0,,,2021-01-31,265737.0
667,UP,Gonda,22042.0,51150.0,3431386.0,1604382.0,555773.0,1698.0,40.0,,,,12282.0,266.0,12016.0,,,2021-01-31,241234.0
668,UP,Gorakhpur,33169.0,69539.0,4436275.0,2347051.0,889085.0,377.0,96.0,3.0,1.0,4.0,59439.0,848.0,58588.0,,1.0,2021-01-31,480536.0
669,UP,Hamirpur,11985.0,14350.0,1104021.0,561456.0,185949.0,,3.0,,,,5232.0,102.0,5130.0,,,2021-01-10,240382.0
670,UP,Hapur,15823.0,21964.0,1338211.0,658863.0,254519.0,307.0,127.0,,,2.0,12638.0,217.0,12421.0,,,2021-01-03,299725.0
671,UP,Hardoi,29546.0,66612.0,4091380.0,1852490.0,537647.0,594.0,221.0,,,,13755.0,349.0,13406.0,,,2021-01-30,224784.0
672,UP,Hathras,16507.0,25542.0,1565678.0,701190.0,234481.0,1.0,,,,,2920.0,43.0,2877.0,,,2021-01-31,260525.0
673,UP,Jalaun,14119.0,21614.0,1670718.0,819651.0,251406.0,30.0,18.0,2.0,3.0,,11687.0,202.0,11482.0,,,2021-01-10,221719.0
674,UP,Jaunpur,41689.0,67101.0,4476072.0,2189622.0,667013.0,3689.0,209.0,,,2.0,22584.0,235.0,22349.0,,,2021-01-20,322824.0
675,UP,Jhansi,10719.0,25914.0,2000755.0,1132511.0,379818.0,14.0,14.0,,1.0,,36556.0,663.0,35892.0,1.0,,2020-11-26,312540.0
676,UP,Kannauj,24440.0,44639.0,1658005.0,755119.0,257048.0,431.0,82.0,2.0,,,9231.0,114.0,9115.0,,,2021-01-10,124019.0
677,UP,Kanpur Dehat,27985.0,38783.0,1795092.0,923661.0,290898.0,85.0,47.0,,,,6197.0,110.0,6087.0,,,2021-01-10,344697.0
678,UP,Kanpur Nagar,64788.0,66517.0,4572951.0,2251558.0,859280.0,96.0,38.0,,3.0,1.0,82933.0,1905.0,81024.0,,,2021-01-10,685820.0
679,UP,Kasganj,8148.0,13675.0,1438156.0,608818.0,147948.0,29.0,51.0,,,,4250.0,53.0,4197.0,,,2021-01-31,271969.0
680,UP,Kaushambi,38263.0,28403.0,1596909.0,760960.0,218775.0,35.0,94.0,,1.0,,4424.0,70.0,4353.0,,,2021-01-14,207064.0
681,UP,Kushinagar,16785.0,46465.0,3560830.0,1632782.0,458054.0,585.0,211.0,,,,15617.0,228.0,15389.0,,,2021-01-30,314772.0
682,UP,Lakhimpur Kheri,46453.0,51586.0,4013634.0,1829019.0,382178.0,1370.0,1183.0,,1.0,,24410.0,292.0,24117.0,,,2021-01-30,368533.0
683,UP,Lalitpur,8010.0,13539.0,1218002.0,627553.0,143519.0,8.0,4.0,,1.0,,12742.0,128.0,12613.0,,,2020-08-07,21781.0
684,UP,Lucknow,69404.0,107763.0,4588455.0,3106658.0,1488333.0,11083.0,10826.0,15.0,10.0,10.0,238839.0,2651.0,236165.0,,,2020-12-13,1237583.0
685,UP,Maharajganj,20643.0,36312.0,2665292.0,1283534.0,372559.0,316.0,53.0,1.0,,,12440.0,140.0,12300.0,,,2021-01-31,334716.0
686,UP,Mahoba,4765.0,8960.0,876055.0,444352.0,148388.0,9.0,10.0,,,,4268.0,86.0,4182.0,,,2021-01-10,142992.0
687,UP,Mainpuri,31507.0,37443.0,1847194.0,860461.0,219990.0,1354.0,647.0,,,,10028.0,182.0,9846.0,,,2021-01-31,228496.0
688,UP,Mathura,10807.0,23027.0,2541894.0,1207578.0,418117.0,164.0,63.0,,1.0,1.0,20297.0,402.0,19893.0,,,2021-01-29,198379.0
689,UP,Mau,25202.0,32390.0,2205170.0,1017497.0,307052.0,453.0,787.0,,1.0,1.0,8333.0,80.0,8252.0,,,2021-01-31,281445.0
690,UP,Meerut,25100.0,57600.0,3447405.0,1764744.0,842448.0,79.0,25.0,5.0,13.0,3.0,69480.0,898.0,68567.0,1.0,,2021-01-31,798404.0
691,UP,Mirzapur,24968.0,41785.0,2494533.0,1335308.0,462157.0,419.0,787.0,,,1.0,11088.0,116.0,10972.0,,1.0,2021-01-31,312764.0
692,UP,Moradabad,52013.0,39070.0,4773138.0,1390249.0,443211.0,2357.0,3951.0,,,1.0,39102.0,349.0,38752.0,,1.0,2021-01-13,400459.0
693,UP,Muzaffarnagar,15476.0,38924.0,4138605.0,1264005.0,467387.0,707.0,979.0,1.0,1.0,,31009.0,269.0,30737.0,,,2021-01-25,161704.0
694,UP,Pilibhit,9611.0,17989.0,2037225.0,978332.0,256931.0,1.0,2.0,1.0,,,11032.0,193.0,10838.0,,,2021-01-13,291538.0
695,UP,Pratapgarh,40603.0,47832.0,3173752.0,1480021.0,456869.0,1482.0,1796.0,1.0,,,16038.0,163.0,15875.0,,,2021-01-14,100500.0
696,UP,Prayagraj,75719.0,79660.0,5959798.0,2731341.0,862244.0,48.0,17.0,2.0,1.0,6.0,78699.0,1088.0,77609.0,,1.0,2021-01-14,729300.0
697,UP,Rae Bareli,33906.0,46996.0,3404004.0,1436175.0,344694.0,429.0,576.0,1.0,,,17104.0,343.0,16761.0,,,2021-01-30,387408.0
698,UP,Rampur,23526.0,28753.0,2335398.0,989666.0,250420.0,1.0,3.0,,2.0,,11826.0,148.0,11676.0,,,2021-01-16,274288.0
699,UP,Saharanpur,19216.0,33326.0,3464228.0,1638111.0,576986.0,17.0,6.0,1.0,,,32730.0,420.0,32309.0,,,2021-01-30,266387.0
700,UP,Sambhal,27630.0,23914.0,2217020.0,893786.0,204352.0,411.0,1708.0,,,,9438.0,106.0,9331.0,,,2021-01-13,309333.0
701,UP,Sant Kabir Nagar,44511.0,26920.0,1714300.0,799506.0,195105.0,202.0,82.0,,,,8159.0,98.0,8061.0,,,2021-01-31,292606.0
702,UP,Shahjahanpur,185421.0,79519.0,3002376.0,1743273.0,538827.0,969.0,3563.0,,,,20361.0,444.0,19916.0,,,2021-01-13,437195.0
703,UP,Shamli,12602.0,16389.0,1274815.0,604968.0,206438.0,14.0,24.0,,,,12976.0,45.0,12931.0,,,2021-01-31,246597.0
704,UP,Shrawasti,7342.0,17808.0,1114615.0,515155.0,181654.0,120.0,37.0,,,,4388.0,35.0,4353.0,,,2021-01-31,221566.0
705,UP,Siddharthnagar,18746.0,53973.0,2553526.0,1225133.0,479630.0,2209.0,250.0,1.0,,,9373.0,100.0,9273.0,,,2021-01-31,295047.0
706,UP,Sitapur,33825.0,52112.0,4474446.0,2139996.0,497241.0,197.0,81.0,,,,12398.0,185.0,12211.0,,,2021-01-28,289473.0
707,UP,Sonbhadra,21438.0,24430.0,1862612.0,812891.0,236871.0,157.0,200.0,,,,16807.0,251.0,16556.0,,,2021-01-31,306175.0
708,UP,Sultanpur,14962.0,31247.0,3790922.0,1178195.0,370998.0,18.0,2.0,,,,14915.0,138.0,14777.0,,,2021-01-31,309395.0
709,UP,Unnao,26506.0,41790.0,3110595.0,1554190.0,420513.0,948.0,201.0,,,,15011.0,254.0,14757.0,,,2021-01-10,298886.0
710,UP,Varanasi,38187.0,55104.0,3682194.0,2109381.0,843905.0,441.0,159.0,2.0,2.0,1.0,85501.0,971.0,84528.0,,,2021-01-31,595510.0
711,UT,Almora,729.0,10440.0,621927.0,378242.0,215715.0,416.0,37.0,,7.0,7.0,12190.0,196.0,11378.0,,,2021-01-30,84443.0
712,UT,Bageshwar,371.0,6323.0,259840.0,183447.0,131244.0,1286.0,75.0,,1.0,,5764.0,60.0,5678.0,,,2021-01-30,55626.0
713,UT,Chamoli,822.0,11652.0,391114.0,273850.0,191420.0,268.0,13.0,3.0,4.0,4.0,12242.0,62.0,11972.0,,,2021-01-30,90390.0
714,UT,Champawat,754.0,6007.0,259315.0,183354.0,119870.0,613.0,44.0,7.0,3.0,,7603.0,53.0,7358.0,1.0,,2021-01-30,95068.0
715,UT,Dehradun,5963.0,49795.0,1698560.0,1465464.0,793803.0,3611.0,308.0,28.0,30.0,24.0,112363.0,3521.0,108137.0,3.0,4.0,2021-01-30,401496.0
716,UT,Haridwar,3960.0,52191.0,1927029.0,1456257.0,635360.0,1907.0,224.0,5.0,10.0,8.0,51498.0,1019.0,49096.0,1.0,,2021-01-30,369542.0
717,UT,Nainital,2285.0,16850.0,955128.0,722854.0,398680.0,288.0,31.0,25.0,10.0,14.0,39232.0,944.0,38140.0,,3.0,2021-01-30,204422.0
718,UT,Pauri Garhwal,2116.0,14253.0,686527.0,431320.0,229262.0,108.0,25.0,7.0,3.0,5.0,17686.0,315.0,16668.0,,,2021-01-30,138878.0
719,UT,Pithoragarh,930.0,10608.0,485993.0,318644.0,183765.0,609.0,89.0,4.0,3.0,6.0,10260.0,181.0,9962.0,,1.0,2021-01-30,72686.0
720,UT,Rudraprayag,416.0,6212.0,236857.0,170911.0,113480.0,326.0,30.0,7.0,,3.0,8800.0,106.0,8535.0,,1.0,2021-01-30,52378.0
721,UT,Tehri Garhwal,2235.0,15658.0,616409.0,381493.0,206527.0,120.0,12.0,1.0,,,15835.0,108.0,14827.0,,,2021-01-30,105111.0
722,UT,Udham Singh Nagar,3588.0,48283.0,1648367.0,1277738.0,518326.0,3581.0,167.0,,,3.0,37875.0,761.0,36315.0,,,2021-01-30,337292.0
723,UT,Uttarkashi,1063.0,9910.0,329686.0,234425.0,160687.0,83.0,12.0,1.0,4.0,,12548.0,74.0,12129.0,,,2021-01-30,120026.0
724,WB,Alipurduar,38488.0,29790.0,1700000.0,949775.0,353666.0,1298.0,579.0,26.0,31.0,35.0,15589.0,102.0,15441.0,4.0,5.0,,
725,WB,Bankura,220390.0,76120.0,3596292.0,2245147.0,706177.0,5692.0,38854.0,83.0,161.0,133.0,36313.0,274.0,35839.0,30.0,21.0,,
726,WB,Birbhum,99629.0,84919.0,3502387.0,2152966.0,846286.0,2868.0,6911.0,51.0,176.0,102.0,41197.0,286.0,40727.0,20.0,20.0,,
727,WB,Cooch Behar,122592.0,26214.0,2822780.0,1444232.0,421663.0,395.0,3386.0,82.0,77.0,93.0,29275.0,97.0,29060.0,10.0,13.0,,
728,WB,Dakshin Dinajpur,53398.0,21657.0,1670931.0,1063493.0,363056.0,998.0,724.0,80.0,111.0,108.0,17889.0,170.0,17573.0,14.0,16.0,,
729,WB,Darjeeling,21148.0,69087.0,1842034.0,1324555.0,664306.0,1844.0,945.0,160.0,189.0,214.0,57143.0,539.0,56326.0,23.0,31.0,,
730,WB,Hooghly,274722.0,105570.0,5520389.0,3368156.0,1343978.0,9034.0,41006.0,358.0,472.0,497.0,86300.0,990.0,84650.0,58.0,74.0,,
731,WB,Howrah,207351.0,95203.0,4841638.0,2905925.0,1254076.0,4502.0,14299.0,344.0,518.0,473.0,98757.0,1524.0,96567.0,73.0,73.0,,
732,WB,Jalpaiguri,53967.0,63773.0,3869675.0,1144138.0,410719.0,3130.0,9642.0,110.0,102.0,120.0,41982.0,572.0,41256.0,16.0,17.0,,
733,WB,Jhargram,39020.0,19553.0,1136548.0,714456.0,211586.0,700.0,477.0,37.0,25.0,39.0,12135.0,27.0,12063.0,3.0,5.0,,
734,WB,Kalimpong,513.0,10626.0,251642.0,180713.0,124420.0,429.0,8.0,30.0,18.0,28.0,7036.0,54.0,6950.0,2.0,4.0,,
735,WB,Kolkata,36977.0,206020.0,4486679.0,4784084.0,3039486.0,1626.0,334.0,1044.0,1843.0,1553.0,322541.0,5152.0,315146.0,274.0,244.0,,
736,WB,Malda,227391.0,55976.0,3997970.0,2029144.0,590497.0,1771.0,2191.0,58.0,77.0,51.0,33406.0,186.0,33121.0,32.0,8.0,,
737,WB,Murshidabad,621102.0,86224.0,7102430.0,3952659.0,976111.0,1587.0,17667.0,31.0,48.0,40.0,33993.0,328.0,33605.0,5.0,8.0,,
738,WB,Nadia,251739.0,89327.0,5168488.0,2798942.0,884320.0,1863.0,15875.0,228.0,302.0,326.0,73333.0,859.0,72054.0,31.0,48.0,,
739,WB,North 24 Parganas,235852.0,241201.0,10082852.0,6547702.0,2720315.0,7658.0,5231.0,763.0,1066.0,961.0,329257.0,4833.0,323097.0,144.0,147.0,,
740,WB,Other State,,,,,,,,,,,66.0,3.0,63.0,,,,
741,WB,Paschim Bardhaman,94473.0,72103.0,2882031.0,1789611.0,677747.0,786.0,286.0,74.0,213.0,149.0,57778.0,356.0,57184.0,32.0,25.0,,
742,WB,Paschim Medinipur,270458.0,66132.0,5094238.0,2758576.0,877978.0,1457.0,6512.0,136.0,181.0,198.0,53581.0,507.0,52820.0,26.0,28.0,,
743,WB,Purba Bardhaman,260764.0,51741.0,4835532.0,2596246.0,859528.0,4002.0,17168.0,132.0,147.0,176.0,42005.0,198.0,41588.0,16.0,25.0,,
744,WB,Purba Medinipur,71724.0,144185.0,4417377.0,3560589.0,1471674.0,2226.0,5370.0,65.0,94.0,120.0,63098.0,397.0,62549.0,16.0,17.0,,
745,WB,Purulia,159111.0,40922.0,2927965.0,1679941.0,492310.0,1866.0,13266.0,9.0,17.0,21.0,19419.0,113.0,19283.0,2.0,3.0,,
746,WB,South 24 Parganas,310444.0,169231.0,8153176.0,4850898.0,1832073.0,3270.0,7086.0,267.0,542.0,470.0,100957.0,1336.0,98950.0,75.0,74.0,,
747,WB,Uttar Dinajpur,130243.0,44686.0,3000849.0,1341457.0,436182.0,,,25.0,43.0,46.0,19858.0,238.0,19559.0,8.0,7.0,,
